name,full-name,urlslug,id,align,eye,hair,sex,gsm,alive,appearances,first appearance,year
steven shaffran, (earth-616),\/steven_shaffran_(earth-616),secret identity,,,brown hair,male characters,,deceased characters,4,Nov-91,1991
zahnmorder, (earth-616),\/zahnmorder_(earth-616),secret identity,bad characters,brown eyes,bald,male characters,,deceased characters,4,Sep-91,1991
alexander ryking, (earth-616),\/alexander_ryking_(earth-616),,bad characters,,,male characters,,living characters,4,Sep-92,1992
baldrick, (earth-616),\/baldrick_(earth-616),,,,,male characters,,living characters,4,Jan-92,1992
beelzeboul, (earth-616),\/beelzeboul_(earth-616),secret identity,bad characters,yellow eyes,black hair,male characters,,living characters,4,Jul-92,1992
benjamin grimm, (earth-616),\/benjamin_grimm_(doppelganger)_(earth-616),,bad characters,,,male characters,,living characters,4,Jun-92,1992
combat, (earth-616),\/combat_(earth-616),secret identity,bad characters,,black hair,male characters,,deceased characters,4,Oct-92,1992
george blair, (earth-616),\/george_blair_(earth-616),secret identity,bad characters,purple eyes,purple hair,male characters,,living characters,4,Feb-92,1992
hardball, (earth-616),\/hardball_(imperial_guard)_(earth-616),secret identity,neutral characters,black eyes,no hair,male characters,,living characters,4,Mar-92,1992
host, (earth-616),\/host_(d.o.a.)_(earth-616),secret identity,bad characters,red eyes,,male characters,,living characters,4,Dec-92,1992
joshua wirtham, (earth-616),\/joshua_wirtham_(earth-616),public identity,neutral characters,,,male characters,,deceased characters,4,Feb-92,1992
katherine petrezyn, (earth-616),\/katherine_petrezyn_(earth-616),secret identity,bad characters,white eyes,black hair,female characters,,deceased characters,4,Dec-92,1992
kevin leonardo, (earth-616),\/kevin_leonardo_(earth-616),secret identity,bad characters,yellow eyes,no hair,male characters,,living characters,4,Dec-92,1992
lawrence paxton, (earth-616),\/lawrence_paxton_(earth-616),secret identity,bad characters,green eyes,red hair,male characters,,deceased characters,4,Dec-92,1992
lorne quickfall, (earth-616),\/lorne_quickfall_(earth-616),secret identity,bad characters,,black hair,male characters,,deceased characters,4,Oct-92,1992
lupe, (earth-616),\/lupe_(werewolf)_(earth-616),secret identity,bad characters,,black hair,female characters,,deceased characters,4,Jul-92,1992
marilyn maycroft, (earth-616),\/marilyn_maycroft_(earth-616),secret identity,bad characters,blue eyes,brown hair,female characters,,living characters,4,Jun-92,1992
melinda brewer, (earth-616),\/melinda_brewer_(earth-616),public identity,neutral characters,,red hair,female characters,,living characters,4,Jan-92,1992
miyami, (earth-616),\/miyami_(earth-616),public identity,bad characters,brown eyes,black hair,female characters,,deceased characters,4,Jan-92,1992
philip roth, (earth-616),\/philip_roth_(earth-616),secret identity,bad characters,,,male characters,,living characters,4,Dec-92,1992
raa, (earth-616),\/raa_(earth-616),,bad characters,,blond hair,male characters,,living characters,4,Oct-92,1992
rachel dreyfuss, (earth-616),\/rachel_dreyfuss_(earth-616),public identity,,,red hair,female characters,,living characters,4,Mar-92,1992
rekrab, (earth-616),\/rekrab_(earth-616),public identity,,,brown hair,male characters,,living characters,4,Jul-92,1992
richard yurocko, (earth-616),\/richard_yurocko_(earth-616),secret identity,bad characters,,blond hair,male characters,,deceased characters,4,May-92,1992
sadae tsumura, (earth-616),\/sadae_tsumura_(earth-616),secret identity,bad characters,blue eyes,pink hair,female characters,,deceased characters,4,Sep-92,1992
samantha bryant, (earth-616),\/samantha_bryant_(earth-616),no dual identity,good characters,green eyes,red hair,female characters,,living characters,4,Dec-92,1992
stephen strange, (earth-616),\/stephen_strange_(counter-earth)_(earth-616),,bad characters,grey eyes,black hair,male characters,,living characters,4,Oct-92,1992
strontium-90, (earth-616),\/strontium-90_(earth-616),secret identity,bad characters,,brown hair,male characters,,living characters,4,Oct-92,1992
super-ego, (earth-616),\/super-ego_(earth-616),secret identity,,,no hair,,,living characters,4,Jul-92,1992
tequila, (earth-616),\/tequila_(earth-616),secret identity,bad characters,,black hair,female characters,,deceased characters,4,Oct-92,1992
tess walker, (earth-616),\/tess_walker_(earth-616),,bad characters,,blond hair,female characters,,deceased characters,4,May-92,1992
thaddeus paine, (earth-616),\/thaddeus_paine_(earth-616),public identity,bad characters,,grey hair,male characters,,living characters,4,Dec-92,1992
thommanom, (earth-616),\/thommanom_(earth-616),secret identity,bad characters,red eyes,no hair,male characters,,deceased characters,4,Jun-92,1992
abadon, (earth-616),\/abadon_(earth-616),,bad characters,,brown hair,male characters,,living characters,4,Jun-93,1993
adrian lynn, (earth-616),\/adrian_lynn_(earth-616),secret identity,neutral characters,black eyes,,female characters,,living characters,4,Mar-93,1993
alison kane, (earth-616),\/alison_kane_(earth-616),,good characters,,,female characters,,living characters,4,Jun-93,1993
ambassador, (earth-616),\/ambassador_(earth-616),secret identity,good characters,,brown hair,male characters,,living characters,4,Nov-93,1993
amie zamborano, (earth-616),\/amie_zamborano_(earth-616),secret identity,bad characters,brown eyes,black hair,female characters,,living characters,4,Oct-93,1993
anastasia summit, (earth-616),\/anastasia_summit_(earth-616),secret identity,bad characters,,red hair,female characters,,living characters,4,Oct-93,1993
arnold coltrane, (earth-616),\/arnold_coltrane_(earth-616),,good characters,,brown hair,male characters,,living characters,4,Jun-93,1993
automaton, (earth-616),\/automaton_(earth-616),secret identity,bad characters,blue eyes,no hair,male characters,,living characters,4,Oct-93,1993
banzai, (earth-616),\/banzai_(earth-616),secret identity,bad characters,brown eyes,black hair,male characters,,living characters,4,Oct-93,1993
bernard scudder, (earth-616),\/bernard_scudder_(earth-616),no dual identity,,blue eyes,brown hair,male characters,,living characters,4,Oct-93,1993
carl brock, (earth-616),\/carl_brock_(earth-616),public identity,neutral characters,green eyes,,male characters,,living characters,4,Mar-93,1993
carver, (earth-616),\/carver_(earth-616),secret identity,bad characters,,,male characters,,living characters,4,Apr-93,1993
christina valentino, (earth-616),\/christina_valentino_(earth-616),public identity,good characters,blue eyes,red hair,female characters,,deceased characters,4,Feb-93,1993
cord mather, (earth-616),\/cord_mather_(earth-616),,,,,male characters,,deceased characters,4,Aug-93,1993
dilbert trilby, (earth-616),\/dilbert_trilby_(earth-616),public identity,,,black hair,male characters,,living characters,4,Nov-93,1993
elias hargrove, (earth-616),\/elias_hargrove_(earth-616),public identity,,brown eyes,brown hair,male characters,,living characters,4,Sep-93,1993
emma malone, (earth-616),\/emma_malone_(earth-616),secret identity,good characters,blue eyes,white hair,female characters,,living characters,4,Oct-93,1993
fetish, (earth-616),\/fetish_(coven)_(earth-616),secret identity,bad characters,,black hair,female characters,,living characters,4,Jul-93,1993
firestryke, (earth-616),\/firestryke_(earth-616),secret identity,bad characters,,black hair,female characters,,living characters,4,Oct-93,1993
frank bigelow, (earth-616),\/frank_bigelow_(earth-616),public identity,neutral characters,blue eyes,black hair,male characters,,living characters,4,Jun-93,1993
goodfellow, (earth-616),\/goodfellow_(earth-616),,good characters,black eyes,green hair,male characters,,living characters,4,Jun-93,1993
gray russell, (earth-616),\/gray_russell_(earth-616),secret identity,neutral characters,,brown hair,male characters,,living characters,4,Aug-93,1993
grimbat, (earth-616),\/grimbat_(earth-616),secret identity,bad characters,,no hair,male characters,,living characters,4,Jan-93,1993
hrinmeer, (earth-616),\/hrinmeer_(earth-616),public identity,bad characters,blue eyes,blond hair,male characters,,living characters,4,Aug-93,1993
jack smithers, (earth-616),\/jack_smithers_(earth-616),secret identity,good characters,,grey hair,male characters,,living characters,4,Nov-93,1993
james david, (earth-616),\/james_david_(earth-616),,bad characters,,black hair,male characters,,living characters,4,Jun-93,1993
judicator, (earth-616),\/judicator_(earth-616),,neutral characters,,red hair,female characters,,living characters,4,Jun-93,1993
keith chandler, (earth-616),\/keith_chandler_(earth-616),public identity,neutral characters,green eyes,red hair,male characters,,living characters,4,Apr-93,1993
khairi ngala, (earth-616),\/khairi_ngala_(earth-616),secret identity,,,grey hair,male characters,,living characters,4,Aug-93,1993
lars dinkelbach, (earth-616),\/lars_dinkelbach_(earth-616),secret identity,good characters,brown eyes,blond hair,male characters,,living characters,4,Oct-93,1993
leviathan, (earth-616),\/leviathan_(smuggler)_(earth-616),secret identity,bad characters,blue eyes,,male characters,,living characters,4,Mar-93,1993
nanali, (earth-616),\/nanali_(earth-616),,,black eyes,black hair,female characters,,living characters,4,Mar-93,1993
oonagh mullarkey, (earth-616),\/oonagh_mullarkey_(plasmer)_(earth-616),secret identity,good characters,,black hair,female characters,,living characters,4,Nov-93,1993
orville nugent, (earth-616),\/orville_nugent_(earth-616),,,brown eyes,brown hair,male characters,,deceased characters,4,Jul-93,1993
prime evil, (earth-616),\/prime_evil_(earth-616),secret identity,bad characters,,,male characters,,living characters,4,Jan-93,1993
ray chandler, (earth-616),\/ray_chandler_(earth-616),public identity,neutral characters,green eyes,red hair,male characters,,living characters,4,Apr-93,1993
robert hagon, (earth-616),\/robert_hagon_(earth-616),public identity,,,black hair,male characters,,living characters,4,Mar-93,1993
roxelana, (earth-616),\/roxelana_(earth-616),public identity,good characters,blue eyes,red hair,female characters,,living characters,4,Dec-93,1993
rubach, (earth-616),\/rubach_(earth-616),,bad characters,,,male characters,,living characters,4,Dec-93,1993
sablat, (earth-616),\/sablat_(earth-616),public identity,good characters,,black hair,male characters,,living characters,4,Dec-93,1993
samuel wantling, (earth-616),\/samuel_wantling_(earth-616),public identity,good characters,brown eyes,black hair,male characters,,living characters,4,Sep-93,1993
satyr, (earth-616),\/satyr_(coven)_(earth-616),secret identity,bad characters,,black hair,male characters,,living characters,4,Jul-93,1993
shelob, (earth-616),\/shelob_(earth-616),no dual identity,bad characters,,brown hair,female characters,,living characters,4,Jun-93,1993
steven white, (earth-616),\/steven_white_(earth-616),secret identity,good characters,,black hair,male characters,,living characters,4,Jun-93,1993
stranger, (earth-616),\/stranger_(shadow_riders)_(earth-616),,good characters,,,male characters,,living characters,4,Jun-93,1993
tommy, (earth-616),\/tommy_(sleeper)_(earth-616),secret identity,good characters,,,male characters,,living characters,4,Nov-93,1993
ulysses, (earth-616),\/ulysses_(pantheon)_(earth-616),secret identity,,,brown hair,male characters,,deceased characters,4,Aug-93,1993
volton, (earth-616),\/volton_(earth-616),secret identity,,,no hair,male characters,,living characters,4,May-93,1993
vorin, (earth-616),\/vorin_(earth-616),,good characters,,black hair,male characters,,living characters,4,Jun-93,1993
warden jzemlico, (earth-616),\/warden_jzemlico_(earth-616),,good characters,,,male characters,,living characters,4,Jun-93,1993
zebadiah creed, (earth-616),\/zebadiah_creed_(earth-616),secret identity,bad characters,amber eyes,brown hair,male characters,,deceased characters,4,Aug-93,1993
aaron thorne, (earth-616),\/aaron_thorne_(earth-616),no dual identity,bad characters,blue eyes,brown hair,male characters,,living characters,4,Jul-94,1994
aloba dastoor, (earth-616),\/aloba_dastoor_(earth-616),secret identity,neutral characters,brown eyes,black hair,male characters,,living characters,4,Feb-94,1994
chu lo yan, (earth-616),\/chu_lo_yan_(earth-616),public identity,,,black hair,,,living characters,4,Dec-94,1994
codabac, (earth-616),\/codabac_(earth-616),secret identity,bad characters,,no hair,male characters,,living characters,4,Jan-94,1994
fireball, (earth-616),\/fireball_(earth-616),secret identity,bad characters,,,female characters,,living characters,4,Jan-94,1994
gargantua, (earth-616),\/gargantua_(earth-616),secret identity,bad characters,,brown hair,male characters,,living characters,4,Jun-94,1994
gravemoss, (earth-616),\/gravemoss_(earth-616),,bad characters,red eyes,grey hair,male characters,,living characters,4,Nov-94,1994
harvest, (earth-616),\/harvest_(maurd)_(earth-616),secret identity,bad characters,red eyes,bald,male characters,,deceased characters,4,Jan-94,1994
jim young, (earth-616),\/jim_young_(earth-616),,good characters,,black hair,male characters,,living characters,4,Oct-94,1994
kenneth krask, (earth-616),\/kenneth_krask_(earth-616),public identity,,,black hair,male characters,,living characters,4,Dec-94,1994
kevin krask, (earth-616),\/kevin_krask_(earth-616),public identity,,,black hair,male characters,,living characters,4,Dec-94,1994
khult, (earth-616),\/khult_(earth-616),,bad characters,yellow eyes,,male characters,,living characters,4,Feb-94,1994
killobyte, (earth-616),\/killobyte_(lester)_(earth-616),secret identity,bad characters,,,male characters,,living characters,4,Jun-94,1994
laserworks, (earth-616),\/laserworks_(earth-616),secret identity,bad characters,,,male characters,,living characters,4,Jan-94,1994
