id,name,full-name,identity,align,eye,hair,sex,alive,appearances,first appearance,year
3562,nicholas kazantkakis, (new earth),secret identity,bad characters,,,male characters,deceased characters,5,"2002, october",2002
3563,sela, (new earth),secret identity,good characters,,,,living characters,5,"2002, october",2002
3564,valerie van haaften, (new earth),public identity,bad characters,black eyes,,female characters,living characters,5,"2002, december",2002
3565,whaler, (new earth),,good characters,,black hair,male characters,living characters,5,"2002, october",2002
3566,darius caldera, (new earth),public identity,bad characters,,white hair,male characters,living characters,5,"2001, october",2001
3567,epiphany, (new earth),public identity,good characters,blue eyes,blond hair,female characters,living characters,5,"2001, july",2001
3568,mallory moxon, (new earth),,good characters,,red hair,female characters,living characters,5,"2001, july",2001
3569,mary tanner, (new earth),secret identity,bad characters,white eyes,red hair,female characters,living characters,5,"2001, december",2001
3570,oshi sin gaaz, (new earth),secret identity,good characters,brown eyes,black hair,female characters,living characters,5,"2001, june",2001
3571,priscilla rich, (new earth),public identity,bad characters,,,female characters,deceased characters,5,"2001, september",2001
3572,seraph, (new earth),public identity,good characters,brown eyes,black hair,female characters,living characters,5,"2001, july",2001
3573,tana moon ii, (new earth),public identity,good characters,brown eyes,black hair,female characters,living characters,5,"2001, july",2001
3574,agamemno, (new earth),secret identity,,white eyes,,male characters,living characters,5,"2000, july",2000
3575,agua sin gaaz, (new earth),secret identity,bad characters,brown eyes,black hair,male characters,deceased characters,5,"2000, october",2000
3576,bounty ii, (new earth),secret identity,bad characters,,,male characters,living characters,5,"2000, september",2000
3577,ekin tzu, (new earth),public identity,neutral characters,brown eyes,black hair,male characters,living characters,5,"2000, april",2000
3578,jerry hennelly, (new earth),,good characters,,brown hair,male characters,living characters,5,"2000, march",2000
3579,la salamanca, (new earth),secret identity,good characters,brown eyes,black hair,female characters,living characters,5,"2000, september",2000
3580,matthew logan, (new earth),public identity,good characters,brown eyes,black hair,male characters,living characters,5,"2000, january",2000
3581,sala nisaba, (new earth),secret identity,good characters,green eyes,brown hair,female characters,living characters,5,2000,2000
3582,skizm, (new earth),secret identity,bad characters,brown eyes,black hair,male characters,living characters,5,"2000, september",2000
3583,vasily kosov, (new earth),public identity,bad characters,,,male characters,deceased characters,5,"2000, march",2000
3584,akila, (new earth),public identity,good characters,brown eyes,brown hair,female characters,living characters,5,"1999, september",1999
3585,anthony gambi, (new earth),secret identity,bad characters,,,male characters,living characters,5,"1999, november",1999
3586,bruno, (new earth),,good characters,,brown hair,male characters,living characters,5,"1999, april",1999
3587,emma connors, (new earth),secret identity,bad characters,,blond hair,female characters,deceased characters,5,"1999, april",1999
3588,goraiko, (new earth),,good characters,,,female characters,living characters,5,"1999, february",1999
3589,goth, (new earth),public identity,bad characters,red eyes,black hair,male characters,deceased characters,5,"1999, may",1999
3590,thomas mcfadden, (new earth),,good characters,,red hair,male characters,living characters,5,"1999, april",1999
3591,travis thomas, (new earth),public identity,good characters,,red hair,male characters,living characters,5,"1999, august",1999
3592,umberto maroni, (new earth),public identity,bad characters,,brown hair,male characters,deceased characters,5,"1999, december",1999
3593,vartox, (new earth),,,brown eyes,brown hair,male characters,living characters,5,"1999, september",1999
3594,bamboo monkey, (new earth),secret identity,bad characters,brown eyes,black hair,male characters,living characters,5,"1998, august",1998
3595,brainiac 4, (post-zero hour),secret identity,bad characters,green eyes,blond hair,female characters,living characters,5,"1998, august",1998
3596,dale biggler, (new earth),,bad characters,,,male characters,living characters,5,"1998, december",1998
3597,green cigarette, (new earth),,bad characters,,,male characters,living characters,5,"1998, june",1998
3598,jonathan double, (new earth),public identity,good characters,blue eyes,blond hair,male characters,living characters,5,"1998, september",1998
3599,killa, (new earth),,bad characters,,,male characters,living characters,5,"1998, april",1998
3600,paula von gunther, (new earth),,reformed criminals,blue eyes,blond hair,female characters,living characters,5,"1998, march",1998
3601,tawna, (new earth),,good characters,auburn hair,,female characters,living characters,5,"1998, april",1998
3602,tumult, (new earth),secret identity,bad characters,,,male characters,living characters,5,"1998, december",1998
3603,deanna barr, (new earth),secret identity,good characters,blue eyes,brown hair,female characters,living characters,5,"1997, november",1997
3604,ernie chubb, (new earth),public identity,bad characters,,,male characters,living characters,5,"1997, april",1997
3605,georgia redmond, (new earth),public identity,good characters,brown eyes,black hair,female characters,living characters,5,"1997, december",1997
3606,mister atom, (new earth),public identity,bad characters,photocellular eyes,,male characters,living characters,5,"1997, february",1997
3607,patrick wayne, (new earth),public identity,good characters,,black hair,male characters,living characters,5,"1997, october",1997
3608,suit, (new earth),,bad characters,,,genderless characters,living characters,5,"1997, october",1997
3609,angelica wallis, (new earth),public identity,good characters,brown eyes,black hair,female characters,living characters,5,"1996, november",1996
3610,chillblaine iv, (new earth),secret identity,bad characters,,blond hair,male characters,deceased characters,5,"1996, april",1996
3611,claw hammer, (new earth),public identity,good characters,,blond hair,male characters,living characters,5,"1996, september",1996
3612,frederick danvers, (new earth),public identity,good characters,brown eyes,black hair,male characters,living characters,5,"1996, september",1996
3613,henrietta jessup, (new earth),secret identity,good characters,brown eyes,black hair,female characters,living characters,5,"1996, july",1996
3614,maxwell veezey, (new earth),secret identity,bad characters,black eyes,brown hair,male characters,living characters,5,"1996, january",1996
3615,narcosis, (new earth),,bad characters,,,male characters,deceased characters,5,"1996, may",1996
3616,shaar q, (new earth),public identity,good characters,,,female characters,living characters,5,"1996, september",1996
3617,slizzath, (new earth),public identity,bad characters,red eyes,grey hair,male characters,deceased characters,5,"1996, november",1996
3618,spought, (new earth),,,,grey hair,male characters,living characters,5,"1996, july",1996
3619,taa, (new earth),,good characters,,,male characters,living characters,5,1996,1996
3620,wally mosely, (new earth),public identity,good characters,,red hair,male characters,living characters,5,"1996, september",1996
3621,body count, (new earth),secret identity,bad characters,,,,deceased characters,5,"1995, august",1995
3622,gaelon, (new earth),public identity,good characters,,brown hair,female characters,living characters,5,"1995, april",1995
3623,moira queen, (new earth),public identity,good characters,green eyes,blond hair,female characters,deceased characters,5,1995,1995
3624,razerkut, (new earth),secret identity,bad characters,auburn hair,,female characters,living characters,5,"1995, august",1995
3625,robert henry queen, (new earth),public identity,good characters,green eyes,blond hair,male characters,deceased characters,5,1995,1995
