id,name,full-name,identity,align,eye,hair,sex,alive,appearances,first appearance,year
10029,purge, (earth-616),secret identity,bad characters,,,male characters,living characters,2,4-Feb,2004
10030,rattatosk, (earth-616),public identity,good characters,,brown hair,male characters,living characters,2,4-Oct,2004
10031,robin wise, (earth-616),secret identity,good characters,,brown hair,male characters,living characters,2,4-Jul,2004
10032,rosalinda aguilar, (earth-616),public identity,,,,female characters,living characters,2,4-Mar,2004
10033,sam klein, (earth-616),public identity,neutral characters,blue eyes,brown hair,male characters,living characters,2,4-Jul,2004
10034,shaun kennedy, (earth-616),secret identity,good characters,,brown hair,male characters,living characters,2,4-Jul,2004
10035,silkworm, (earth-616),secret identity,,,,female characters,living characters,2,4-Feb,2004
10036,simon sanderson, (earth-616),public identity,,,grey hair,male characters,living characters,2,4-Oct,2004
10037,spencer bronson, (earth-616),,bad characters,multiple eyes,,male characters,living characters,2,4-Apr,2004
10038,stefanya melnikova, (earth-616),secret identity,neutral characters,,,female characters,deceased characters,2,4-Nov,2004
10039,stella, (earth-616),public identity,neutral characters,,black hair,female characters,living characters,2,4-Oct,2004
10040,tanya, (earth-616),secret identity,good characters,white eyes,black hair,female characters,living characters,2,4-Sep,2004
10041,tony, (earth-616),public identity,neutral characters,blue eyes,blond hair,male characters,living characters,2,4-Oct,2004
10042,viktor, (earth-616),secret identity,bad characters,blue eyes,black hair,male characters,deceased characters,2,4-Aug,2004
10043,alecto, (earth-616),secret identity,,,,female characters,living characters,2,5-Aug,2005
10044,andrea hobbes, (earth-616),,neutral characters,,,female characters,living characters,2,5-Mar,2005
10045,betty sumitro, (earth-616),no dual identity,bad characters,green eyes,blond hair,female characters,living characters,2,5-Jun,2005
10046,black widow, (earth-616),secret identity,neutral characters,,brown hair,female characters,deceased characters,2,5-Jan,2005
10047,boy, (earth-616),public identity,bad characters,red eyes,brown hair,male characters,living characters,2,5-May,2005
10048,buzz mcmahon, (earth-616),public identity,,,,male characters,living characters,2,5-Dec,2005
10049,carrie, (earth-616),,,,blond hair,female characters,living characters,2,5-Jan,2005
10050,cinglet, (earth-616),,,red eyes,,,living characters,2,5-Dec,2005
10051,cuddle-face, (earth-616),secret identity,bad characters,yellow eyes,brown hair,,living characters,2,5-Dec,2005
10052,derek bishop, (earth-616),public identity,neutral characters,,black hair,male characters,living characters,2,5-May,2005
10053,devron, (earth-616),,neutral characters,,,,living characters,2,5-Dec,2005
10054,dominicus pierce, (earth-616),,neutral characters,,,male characters,living characters,2,5-Apr,2005
10055,elizabeth keller, (earth-616),,,blue eyes,black hair,female characters,living characters,2,5-Jul,2005
10056,eugene walker, (earth-616),secret identity,good characters,black eyes,black hair,male characters,living characters,2,5-Jul,2005
10057,general umbaja, (earth-616),public identity,good characters,,brown hair,male characters,living characters,2,5-Jun,2005
10058,grigor ivanovich pchelintsov, (earth-616),public identity,bad characters,,white hair,male characters,living characters,2,5-Feb,2005
10059,harlan stone, (earth-616),public identity,good characters,,brown hair,male characters,living characters,2,5-Dec,2005
10060,inger rinefeld, (earth-616),public identity,good characters,brown eyes,brown hair,female characters,living characters,2,5-Oct,2005
10061,juito, (earth-616),secret identity,bad characters,,white hair,male characters,deceased characters,2,5-Feb,2005
10062,kenneth anderson, (earth-616),no dual identity,,brown eyes,brown hair,male characters,living characters,2,5-Apr,2005
10063,kimberly vesco, (earth-616),public identity,good characters,brown eyes,brown hair,female characters,living characters,2,5-May,2005
10064,lerad, (earth-616),public identity,neutral characters,green eyes,,,living characters,2,5-Nov,2005
10065,lyudmila antonovna kudrin, (earth-616),public identity,bad characters,,white hair,female characters,living characters,2,5-Mar,2005
10066,meg langtry, (earth-616),public identity,good characters,brown eyes,brown hair,female characters,living characters,2,5-Dec,2005
10067,ned campbell, (earth-616),public identity,,,,male characters,deceased characters,2,5-Jan,2005
10068,nelson mandela, (earth-616),no dual identity,good characters,,white hair,male characters,living characters,2,5-Jun,2005
10069,padre, (earth-616),secret identity,bad characters,,white hair,male characters,living characters,2,5-Dec,2005
10070,reyno, (earth-616),public identity,neutral characters,,,male characters,living characters,2,5-Aug,2005
10071,rose red, (earth-616),secret identity,bad characters,,black hair,female characters,living characters,2,5-Dec,2005
10072,sashenka popova, (earth-616),,bad characters,,,female characters,living characters,2,5-Jan,2005
10073,six-gun kid, (earth-616),secret identity,bad characters,,blond hair,male characters,living characters,2,5-Dec,2005
10074,smith, (earth-616),secret identity,bad characters,,,male characters,living characters,2,5-Dec,2005
10075,stan finley, (earth-616),no dual identity,,brown eyes,brown hair,male characters,living characters,2,5-Apr,2005
10076,stone, (earth-616),no dual identity,bad characters,black eyes,no hair,male characters,deceased characters,2,5-Jan,2005
10077,suicide king, (earth-616),secret identity,bad characters,blue eyes,black hair,male characters,living characters,2,5-Dec,2005
10078,susan bishop, (earth-616),,neutral characters,,black hair,female characters,living characters,2,5-Apr,2005
10079,taniqa umbaja, (earth-616),public identity,good characters,brown eyes,black hair,female characters,living characters,2,5-Jun,2005
10080,walker hobbes, (earth-616),public identity,neutral characters,red eyes,black hair,male characters,living characters,2,5-Mar,2005
10081,william bates, (earth-616),public identity,neutral characters,,blond hair,male characters,deceased characters,2,5-Jul,2005
10082,william keller, (earth-616),,,blue eyes,grey hair,male characters,living characters,2,5-Jul,2005
10083,xennon, (earth-616),,,red eyes,,,living characters,2,5-Dec,2005
10084,abbess horror, (earth-616),secret identity,bad characters,,,female characters,deceased characters,2,6-Dec,2006
10085,adam austin, (earth-616),secret identity,good characters,blue eyes,blond hair,male characters,living characters,2,6-Aug,2006
10086,albasini, (earth-616),,bad characters,,bald,male characters,deceased characters,2,6-Mar,2006
10087,ame-no-mi-kumari, (earth-616),no dual identity,good characters,,,female characters,living characters,2,6-Jul,2006
10088,amina synge, (earth-616),secret identity,neutral characters,brown eyes,black hair,female characters,living characters,2,6-Aug,2006
10089,antonio, (earth-616),secret identity,good characters,blue eyes,black hair,male characters,deceased characters,2,6-Mar,2006
10090,bekka wallis, (earth-616),no dual identity,good characters,,black hair,female characters,deceased characters,2,6-Jan,2006
10091,bishamon, (earth-616),no dual identity,good characters,,,male characters,living characters,2,6-Jul,2006
10092,blacklash, (earth-616),secret identity,bad characters,,,male characters,living characters,2,6-Sep,2006
10093,cee, (earth-616),,neutral characters,,,male characters,deceased characters,2,6-Aug,2006
10094,charr, (earth-616),public identity,,red eyes,bald,male characters,deceased characters,2,6-Sep,2006
10095,chris mccarthy, (earth-616),secret identity,good characters,,,male characters,deceased characters,2,6-Dec,2006
10096,david beiderbecke, (earth-616),,good characters,,,male characters,living characters,2,6-Nov,2006
10097,david munroe ii, (earth-616),public identity,good characters,brown eyes,black hair,male characters,living characters,2,6-Jul,2006
10098,doug and jerry, (earth-616),secret identity,neutral characters,,black hair,male characters,living characters,2,6-Feb,2006
10099,el dorado, (earth-616),secret identity,bad characters,,,male characters,living characters,2,6-May,2006
10100,espia, (earth-616),secret identity,,,,,living characters,2,6-Nov,2006
10101,extermina, (earth-616),secret identity,bad characters,green eyes,no hair,female characters,deceased characters,2,6-Oct,2006
10102,fin fang foom, (earth-616),,bad characters,yellow eyes,,male characters,deceased characters,2,6-Mar,2006
10103,fred harriman, (earth-616),public identity,good characters,,black hair,male characters,deceased characters,2,6-Jan,2006
10104,gary quinn, (earth-616),secret identity,good characters,,brown hair,male characters,living characters,2,6-Aug,2006
10105,ginny baker, (earth-616),public identity,bad characters,green eyes,brown hair,female characters,living characters,2,6-Feb,2006
10106,godfrey calthrop, (earth-616),secret identity,neutral characters,,black hair,male characters,living characters,2,6-Aug,2006
10107,henry cavanaugh, (earth-616),secret identity,good characters,,,male characters,living characters,2,6-Sep,2006
10108,hubie edge, (earth-616),secret identity,good characters,blue eyes,blond hair,male characters,deceased characters,2,6-Jan,2006
10109,jack croft, (earth-616),secret identity,bad characters,blue eyes,red hair,male characters,deceased characters,2,6-Mar,2006
10110,james madrox, (earth-616),secret identity,good characters,green eyes,brown hair,male characters,living characters,2,6-Aug,2006
10111,john mairs, (earth-616),secret identity,good characters,brown eyes,brown hair,male characters,deceased characters,2,6-Jan,2006
10112,kaminari, (earth-616),,good characters,,white hair,female characters,living characters,2,6-Jul,2006
10113,karen mason, (earth-616),,good characters,,black hair,female characters,living characters,2,6-Sep,2006
10114,keith dixon, (earth-616),,good characters,,black hair,male characters,living characters,2,6-Sep,2006
10115,ken floyd, (earth-616),,,blue eyes,brown hair,male characters,living characters,2,6-Mar,2006
10116,kravo, (earth-616),no dual identity,,,,male characters,living characters,2,6-Feb,2006
10117,kurt duryea, (earth-616),,,,,male characters,living characters,2,6-Sep,2006
10118,latonya jefferson, (earth-616),secret identity,good characters,brown eyes,black hair,female characters,deceased characters,2,6-Jan,2006
10119,lavin skee, (earth-616),public identity,good characters,,bald,male characters,deceased characters,2,6-May,2006
10120,mung, (earth-616),public identity,bad characters,yellow eyes,no hair,male characters,living characters,2,6-Apr,2006
10121,ned horrocks, (earth-616),secret identity,bad characters,blue eyes,blond hair,male characters,deceased characters,2,6-Aug,2006
10122,pyo, (earth-616),secret identity,good characters,,,female characters,deceased characters,2,6-May,2006
10123,rachel santiago, (earth-616),public identity,neutral characters,brown eyes,black hair,female characters,deceased characters,2,6-Feb,2006
10124,ronan kaifi, (earth-616),public identity,,red eyes,,male characters,deceased characters,2,6-May,2006
10125,rorkannu, (earth-616),,bad characters,,no hair,male characters,living characters,2,6-Sep,2006
10126,sarnogg, (earth-616),public identity,neutral characters,green eyes,no hair,male characters,deceased characters,2,6-Jun,2006
10127,sentinel x, (earth-616),secret identity,good characters,,,,living characters,2,6-Oct,2006
10128,setanta, (earth-616),public identity,bad characters,brown eyes,black hair,male characters,living characters,2,6-Jan,2006
10129,shetani, (earth-616),secret identity,bad characters,brown eyes,bald,male characters,living characters,2,6-Sep,2006
