id,name,intelligence,strength,speed,durability,power,combat,full-name,alter-egos,aliases,place-of-birth,first-appearance,publisher,alignment,gender,race,height,weight,eye-color,hair-color,occupation,base,group-affiliation,relatives,url
480,Mystique,75.0,12.0,23.0,64.0,64.0,74.0,Raven Darkholme,No alter egos found.,['Mallory Brickman'],-,"(as Raven Darkholme) MS. MARVEL #16, (as Mystique) MS. MARVEL #18",Marvel Comics,bad,Female,Mutant,"[""5'10"", '178 cm']","['120 lb', '54 kg']",Yellow (without irises),Red / Orange,"Special operative for Germany and the United States governments, (former) German Freedom Fighter, special operative in the Weapon X Project Team","Arlington, Virginia","Founder and leader of the third Brotherhood of Evil Mutants, now known as Freedom Force; X-Factor, X-Men","Rogue (unofficial foster daughter), Ralph Brickman (husband), Gloria Brickman (daughter), Graydon Creed (son, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/817.jpg
481,Namor,69.0,95.0,58.0,70.0,73.0,85.0,Namor McKenzie,No alter egos found.,"['Imperius Rex', 'Dr. G.W. Falton', 'Sub-Mariner', '""Subby""', 'Namor the First', 'Avenging Son', 'Old Man', 'Rex', 'Joe Pierre', 'Lord of the Seven Seas', 'the Scion of the Deep', 'Phoenix']",Atlantis,"Motion Picture Funnies Weekly #1 (April, 1939)",Marvel Comics,good,Male,Atlantean,"[""6'2"", '188 cm']","['278 lb', '125 kg']",Grey,Black,"King of Atlantis, Adventurer; former warrior, commando, CEO","Ultimate Universe; formerly New Atlantis, Utopia, San Francisco Bay, California; Atlantis; Necropolis, Wakanda; occasionally mobile","Cabal (founder), Invaders, Atlantis; formerly Illuminati, X-Men, Extinction Team, Phoenix Five, Defenders, Osborn's X-Men, Osborn's Cabal, Avengers, All-Winners Squad, Titans Three, Fantastic Four, Oracle Inc., Order, Deep Six (founder and leader); ally o","Elanna (maternal ancestor), Tanas (maternal ancestor), Zartra (maternal ancestor), Orrek (maternal distant relative), Stegor (maternal ancestor), Kamuu (maternal ancestor), Harran (maternal ancestor), Kalen (maternal ancestor), Ossem (maternal ancestor), Balaal (maternal ancestor), Thallo (maternal ancestor), Immanu (maternal great-grandfather-in-law, deceased), Thakorr (maternal grandfather, deceased), Korra (maternal grandmother), Wa-Korr (grandfather-in-law, presumed deceased), Wathan (father-in-law, presumed deceased), Tom Smallwood (father-in-law), Gladys Smallwood (mother-in-law), Zarina (maternal aunt), Namora's father (uncle), Daka (maternal uncle), Brynn (aunt-by-marriage/step-grandmother), Fen (mother, deceased), Leonard McKenzie (father, deceased), Experiment N2 (clone), Lawrence McKenzie (paternal half-brother), Dorma (wife / distant cousin, deceased), Marrina (wife), three unnamed children (by Marrina), Kamar (son, deceased), Black Moray (Leon McKenzie) (paternal half-nephew), Llyron McKenzie (paternal great-nephew), Dan Smallwood (brother-in-law), Namora (maternal cousin), Beemer (maternal cousin), Bobo (maternal cousin), Byrrahna (maternal cousin), Namita (maternal cousin), Daro (maternal cousin), Dara (maternal cousin), Seth (maternal cousin), Argus (maternal cousin), Arkus (maternal cousin), Byrrah (maternal cousin), Namorita (maternal 1st cousin once removed).",https://www.superherodb.com/pictures2/portraits/10/100/137.jpg
488,Negasonic Teenage Warhead,50.0,7.0,8.0,10.0,45.0,35.0,Ellie Phimister,No alter egos found.,['Warhead'],-,New X-Men #115,Marvel Comics,good,Female,Mutant,"['-', '0 cm']","['- lb', '0 kg']",Black,Black,-,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/10556.jpg
489,Nick Fury,75.0,11.0,23.0,42.0,25.0,100.0,Nicholas Joseph Fury,No alter egos found.,"['Doyle', 'The Mystery in the Mask', 'Patch', 'Scorpio']",New York City,Sgt. Fury and His Howling Commandos #1 (1963),Marvel Comics,good,Male,Human,"[""6'1"", '185 cm']","['221 lb', '99 kg']",Brown,Brown / White,"S.H.I.E.L.D. director; former S.H.I.E.L.D. agent, intelligence agent, soldier and commando leader, parachuting instructor, stunt flyer",-,"Secret Avengers, SHIELD (both incarnations); formerly Team Valkyrie, C.I.A., liaison to MI-5, O.S.S., Howling Commandos, U.S. Army","Jack Fury (father, deceased);
unnamed mother;
unnamed stepmother (deceased);
Dawn Fury (half-sister);
Jake Fury (half-brother);
Mikel Fury (son, deceased);
Jerry Sapristi (cousin);
Tina Sapristi (cousin by marriage);
Ernesto, Pietro, Giovanni, Maria, Rosa and Gabriella (1st cousins once removed);",https://www.superherodb.com/pictures2/portraits/10/100/326.jpg
491,Nightwing,88.0,11.0,33.0,28.0,36.0,100.0,Dick Grayson,"Batman II, Robin","['Freddie Dinardo', 'Freddy Loyd', 'The Target', 'Renegade', 'The Worlds Greatest Acrobat', 'The Aerial Avenger', 'Pixie Boots', 'The Boy / Teen Wonder', 'The Worlds Greatest Detective', 'The Caped Crusader']",Gotham City,"as Dick Grayson and Robin) Detective Comics #38, (as Nightwing) Tales of the Teen Titans #44, (as Batman) Batman #512",Batman II,good,Male,Human,"[""5'10"", '178 cm']","['175 lb', '79 kg']",Blue,Black,"Vigilante and detective, former police officer, former Circus Acrobat","Wayne Tower, Gotham City; formerly the Batcave; formerly Bludhaven; formerly New York City","Batman Family and the JLA; formerly the Teen Titans, the New Titans, the Titans and the Outsiders","John Grayson (father, deceased), Mary Grayson (mother, deceased), Bruce Wayne / Batman (adoptive father), Damian Wayne / Robin (foster brother), Jason Todd / Red Hood (adoptive brother), Tim Drake / Red Robin (adoptive brother), Cassandra Cain / Batgirl IV (adoptive sister)",https://www.superherodb.com/pictures2/portraits/10/100/851.jpg
496,Nova,100.0,85.0,75.0,100.0,100.0,80.0,Richard Rider,No alter egos found.,"['Rich', 'Bucket-Head', 'Human Rocket', 'Kid Nova', '', 'Nova Prime', 'Quasar']","Queens, NY","NOVA Vol. 1 #1 (September, 1976)",Marvel Comics,good,Male,Human,"[""6'1"", '185 cm']","['190 lb', '86 kg']",Brown,Brown,"Superhero, also works parttime at Marvel Burger","Mobile & Xandar, also formerly New Warriors headquarters","Nova Corps formely United Front (Leader), New Warriors, Champions of Xandar, Secret Defenders, Defender for a day","Charles Rider (Father), Gloria Rider (Mother), Robbie Rider (Brother) , Ralph Rider (Uncle, deceased) , Ellen (aunt)",https://www.superherodb.com/pictures2/portraits/10/100/109.jpg
497,Nova,63.0,60.0,100.0,100.0,100.0,35.0,Frankie Raye,No alter egos found.,"['Frances Hyatt', 'Human Torch']",-,"Fantastic Four #164 (November, 1975)",Marvel Comics,good,Female,Human / Cosmic,"[""5'4"", '163 cm']","['130 lb', '59 kg']",White,Red,-,World-ship of Galactus,"Defenders (Valkyrior), formerly Heralds of Galactus, Fantastic Four","""Thomas Raye"" (Phineas T. Horton, stepfather, deceased), Thomas Raymond (Toro, possible biological father); Lanette Raye (mother)",https://www.superherodb.com/pictures2/portraits/10/100/10313.jpg
498,Odin,100.0,83.0,67.0,95.0,100.0,90.0,Odin Borson,No alter egos found.,"['All-Father,Sky-Father', 'Atum-Re', 'Woden', 'Wotan', 'Oden', 'Orrin', 'Harbard', 'King of Asgard']",Asgard,Journey into Mystery #85,Marvel Comics,good,Male,God / Eternal,"[""6'9"", '206 cm']","['650 lb', '293 kg']",Blue,White,"Deity, Monarch of Asgard, Asgardian God of the Sky, Wind, Wisdom, Crafts, Time, and the Dead, Warrior","City of Asgard, Asgard","Asgardians, Council of Godheads","Buri (Tiwaz) (paternal grandfather), Bolthorn (maternal grandfather), Bor Burison (father, deceased), Bestla (mother), Mimir Burison (paternal uncle), Njord (paternal uncle), Vili, Ve, Cul (brothers), Frigga (wife), Freyr (father-in-law), Gullveig (sister-in-law), Thor (son by Jord), Vidar (son by Grid), Balder (son by Frigga), Tyr, Hermod (allegedly sons by Frigga), Angela (daughter by Frigga), Laussa (daughter by Frigga and Surtur), Loki (foster son), Hoder (nephew), Skadi (niece)",https://www.superherodb.com/pictures2/portraits/10/100/10388.jpg
502,One Punch Man,38.0,100.0,83.0,95.0,55.0,50.0,Saitama,No alter egos found.,['Caped Baldy'],-,"One Punch - Chapter 1, Volume 1",Shueisha,good,Male,Human,"[""5'9"", '175 cm']","['154 lb', '69 kg']",-,No Hair,"Superhero, Sensei",Z-City,-,Genos (partner),https://www.superherodb.com/pictures2/portraits/10/100/10522.jpg
504,Onslaught,88.0,100.0,33.0,100.0,100.0,55.0,Onslaught,No alter egos found.,"['Charlie Silus', 'Sir David The Great', 'Charles Xavier', 'Magneto', 'That Which Shall Survive', 'the Entity', 'Dark Xavier']",-,"X-Man Vol 1 #15 (May, 1996)",Marvel Comics,bad,Male,Mutant,"[""10'0"", '305 cm']","['900 lb', '405 kg']",Red,No Hair,Would-be destroyer,"Central Park Citadel, Astral Fortress",-,"Professor Charles Xavier (fusee, deceased); Magneto (fusee)",https://www.superherodb.com/pictures2/portraits/10/100/13.jpg
505,Oracle,75.0,11.0,23.0,28.0,19.0,76.0,Barbara Gordon,Batgirl,"['Batgirl', 'Babs; Barbie Doll; O; The Masked Maiden; the Dark Knight Damsel']",-,Suicide Squad #23 (Jan.1989),Batgirl,good,Female,Human,"[""5'10"", '178 cm']","['132 lb', '59 kg']",Blue,Red,Computer hacker and Coordinator of the Birds of Prey; Former student; former librarian; former vigilante,"Metropolis, formerly Gotham City","Birds of Prey, Batman Family, Seven Soldiers of Victory, Suicide Squad, Justice League","Roger C. Gordon (father, deceased); Thelma (mother, deceased); James Gordon (uncle/adoptive father); Barbara Eileen Gordon (aunt/adoptive mother); James Gordon Jr. (cousin)",https://www.superherodb.com/pictures2/portraits/10/100/749.jpg
508,Ozymandias,100.0,18.0,33.0,20.0,49.0,95.0,Adrian Veidt,No alter egos found.,"[""The World's Smartest Man""]",-,Watchmen #1,DC Comics,bad,Male,Human,"['-', '0 cm']","['- lb', '0 kg']",Blue,Blond,-,-,Formerly The Crimebusters,"Friedrich Werner Veidt (father), Ingrid Renata Veidt (mother)",https://www.superherodb.com/pictures2/portraits/10/100/1063.jpg
510,Paul Blart,8.0,11.0,21.0,50.0,7.0,5.0,Paul Blart,No alter egos found.,['Mall Cop'],-,-,Sony Pictures,good,Male,Human,"[""5'7"", '170 cm']","['260 lb', '117 kg']",-,-,-,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/10479.jpg
514,Penguin,75.0,10.0,12.0,28.0,30.0,45.0,Oswald Chesterfield Cobblepot,No alter egos found.,['-'],-,"DETECTIVE COMICS #58 (December, 1941)",DC Comics,bad,Male,Human,"[""5'2"", '157 cm']","['175 lb', '79 kg']",Blue,Black,Trader,Gotham City,-,"Miranda Cobblepot (Aunt), Miranda (Mother, deceased), Father (deceased)",https://www.superherodb.com/pictures2/portraits/10/100/753.jpg
517,Phoenix,100.0,100.0,83.0,100.0,100.0,80.0,Jean Grey,"Jean Grey, White Phoenix of The Crown","['Redd Dayspring', 'Marvel Girl']",-,"X-Men #1 (September, 1963)",Jean Grey,good,Female,Mutant,"[""5'6"", '168 cm']","['115 lb', '52 kg']",Green,Red,Adventurer,"Xavier Institute of Higher Learning, Westchester County, New York","Formerly X-Men (founding member); Clan Rebellion, Muir Island X-Men; X-Factor/X-Terminators (founding member); Brides of Set","Rachel Summers (daughter from an alternate universe), X-Man (son from an alternate universe), Cyclops (ex-husband), Havok (former brother-in-law), Corsair (former father-in-law), Madelyne Pryor (clone), Cable (adoptive/biological son), Stryfe (cloned biological son), Genesis (grandson)",https://www.superherodb.com/pictures2/portraits/10/100/828.jpg
518,Plantman,63.0,60.0,25.0,55.0,61.0,25.0,Samuel Smithers,No alter egos found.,['Blackheath'],"London, England","Strange Tales #113 (October, 1963)",Marvel Comics,bad,Male,Mutant,"[""6'0"", '183 cm']","['193 lb', '87 kg']",Green,Grey,"Professional Criminal, formerly Gardner","A submarine somewhere in the Atlantic Ocean, formerly London, United Kingdom","Formerly Thunderbolts (as Blackheath), Crime Wave, Defenders (Villains) , New Enforcers, former associate of the Maggia under Count Nefaria, ally of Wizard.",-,https://www.superherodb.com/pictures2/portraits/10/100/10487.jpg
520,Plastic Man,50.0,63.0,23.0,100.0,100.0,56.0,Patrick O'Brian,No alter egos found.,['-'],-,"Police Comics #1 (August, 1941)",DC Comics,good,Male,Human,"[""6'1"", '185 cm']","['178 lb', '80 kg']",Blue,Black,Government Agent,-,The FBI; formerly the Justice League of America; the All-Star Squadron and the Freedom Fighters,Offspring (son),https://www.superherodb.com/pictures2/portraits/10/100/756.jpg
522,Poison Ivy,81.0,14.0,21.0,40.0,100.0,40.0,Pamela Isley,No alter egos found.,['-'],"Seattle, Washington",Batman #181 (June 1966),DC Comics,bad,Female,Human,"[""5'6"", '168 cm']","['110 lb', '50 kg']",Green,Red,"Criminal, Botanist",Gotham City,"Formerly Injustice Gang, Suicide Squad, Harley Quinn, Secret Society of Super Villains, Joker League of Anarchy",-,https://www.superherodb.com/pictures2/portraits/10/100/757.jpg
523,Polaris,63.0,73.0,42.0,50.0,100.0,45.0,Lorna Dane,No alter egos found.,"['Pestilence', 'formerly Malice', 'Polarity', 'Magnetrix', 'M-2', 'Magneto the Second']",Presumably northern California - not confirmed,"X-Men #49 (October, 1968)",Marvel Comics,good,Female,Mutant,"[""5'7"", '170 cm']","['115 lb', '52 kg']",Green,Green,"Adventurer, former U.S. government operative, former graduate student in geophysics","Serval Industries, Virginia; formerly X-Factor Investigations Headquarters, Starjammer; Xavier Institute for Higher Learning, Salem Center, Westchester County, New York; Genosha; X-Factor HQ, Washington D.C., Maryland; Mutant Research Center, Muir Island;","X-Factor (Serval Industries); formerly X-Factor Investigations, Starjammers, X-Men, Horsemen of Apocalypse, Genoshan Cabinet, X-Factor (Government), The Twelve, Acolytes, Muir Island X-Men, Defenders for a Day, Marauders (possessed by Malice)","Joseph (father's clone/paternal uncle, deceased), Magneto (father), Magda Lehnsherr (step-mother, deceased), Zaladane (sister, status uncertain), Anya Lehnsherr (paternal half-sister, deceased), Scarlet Witch (paternal half-sister), Quicksilver (paternal half-brother), Nightcrawler (half-brother-in-law), Vision (half-brother-in-law), Crystal (half-sister-in-law), Nocturne (half-niece), Speed (half-nephew), Wiccan (half-nephew), Luna Maximoff (half-niece)",https://www.superherodb.com/pictures2/portraits/10/100/1046.jpg
524,Power Girl,94.0,100.0,100.0,100.0,100.0,75.0,Kara Zor-L,No alter egos found.,"['Karen Starr', 'Nightwing']",-,All-Star Comics #58 (January/February 1976),DC Comics,good,Female,Kryptonian,"[""5'11"", '180 cm']","['180 lb', '81 kg']",blue,blond,-,-,"Justice Society of America, Justice League Europe, Infinity, Inc., Sovereign Seven","Zor-L (father, deceased), Allura (mother, deceased), Jor-L (uncle, deceased), Lora (aunt, deceased), Kal-L (Earth-Two Superman, cousin and adopted father, deceased), Earth-Two Lois Lane (adopted mother, deceased), Equinox (son, deceased), Kara Zor-El (alternate universe version)",https://www.superherodb.com/pictures2/portraits/10/100/758.jpg
526,Predator,63.0,30.0,25.0,85.0,100.0,90.0,Yautja,No alter egos found.,"['Hunters', 'Yautja', 'Hish']",Yautja Prime,Predator (1987),Dark Horse Comics,bad,Male,Yautja,"[""7'0"", '213 cm']","['520 lb', '234 kg']",-,-,-,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/10448.jpg
527,Professor X,100.0,8.0,12.0,14.0,100.0,32.0,Charles Francis Xavier,No alter egos found.,"['Prof', 'Dr. X', 'Professor Xavier', 'formerly Prisoner M-13']","New York, New York","X-Men #1 (September, 1963)",Marvel Comics,good,Male,Mutant,"[""6'"", '183 cm']","['190 lb', '86 kg']",Blue,No Hair,"Mutant leader, mutant rights activist, geneticist, teacher, adventurer, heir, formerly headmaster, soldier (US Army)","Formerly Utopia, San Francisco Bay, California; Genosha; Xavier Institute, Salem Center, Westchester County, New York; Imperial Palace, Chandilar, Shi'ar Empire; Columbia University, Manhattan, New York City, New York","Formerly X-Men (founder; formerly teacher & leader), Illuminati, Genoshan Excalibur, Brotherhood of Evil Mutants (leader), Cadre K, Generation X (founder), Starjammers, The Twelve, New Mutants (founder, teacher & leader), United States Army, X-Corporation","Brian Xavier (father, deceased), Sharon Xavier (mother, deceased), Cassandra Nova (sister), Kurt Marko (stepfather, deceased), Cain Marko (Juggernaut, stepbrother), Lilandra (ex-wife), David Charles Haller (Legion, son, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/113.jpg
528,Professor Zoom,94.0,10.0,100.0,20.0,83.0,20.0,Eobard Thawne,No alter egos found.,"['Reverse Flash', 'Black Flash', 'Adrian Zoom', 'Mister Zyx']",-,"Flash #139 (September, 1963)",DC Comics,bad,Male,Human,"[""5'11"", '180 cm']","['179 lb', '81 kg']",Blue,Strawberry Blond,-,"Central Cityplex, 25th Century","Formerly Secret Society of Super-Villains, Black Lantern Corps, White Lantern Corps","Robern Thawne (brother), Malcolm Thawne (Cobalt Blue) (distant ancestor), President Thawne, Meloni Thawne, Bart Allen, Owen Mercer (descendants) - see Allen Family for complete family tree",https://www.superherodb.com/pictures2/portraits/10/100/766.jpg
529,Psylocke,63.0,33.0,25.0,40.0,100.0,90.0,Elizabeth Braddock,No alter egos found.,"['Betsy', 'Captain Britain', 'Lady Mandarin']","Braddock Manor, England","Captain Britain #8 (December, 1976) / New Mutants Annual #2 (October, 1986) (US)",Marvel Comics,good,Female,Mutant,"[""5'11"", '180 cm']","['155 lb', '70 kg']",Blue,Purple,"Adventurer, formerly a STRIKE operative, fashion model","Xavier Institute, Salem Center, Westchester County, New York formerly Braddock Manor, United Kingdom; Australian Outback","X-Men, formerly agent of S.T.R.I.K.E., ally of R.C.X., partner of Captain U.K.","John Braddock (ancestor, possibly grandfather); Sir James Braddock (father, deceased); Lady Elizabeth Braddock (mother, deceased); Brian Braddock (Captain Britain) (twin brother); Jamie Braddock (brother, deceased); Meggan Braddock (sister-in-law);",https://www.superherodb.com/pictures2/portraits/10/100/114.jpg
530,Punisher,69.0,16.0,21.0,45.0,42.0,100.0,Frank Castle,No alter egos found.,"['Big Nothing', 'Major Bateman', 'Ted Bishop', 'Cliff Callador', 'Castigo', 'Chaloner', ""Fred D'Amato"", 'Eastman', 'Charles Fort', 'Frank Loomis', 'McRook', 'Melchior', 'Joe Rainey', 'Frank Rook', 'Richard Rook', 'Tony Knowlen Ross', 'Francis Stronghold', 'Johnny Tower', 'Dmitri Velikoff', 'Fra']","Queens, New York",AMAZING SPIDER-MAN #129,Marvel Comics,good,Male,Human,"[""6'0'"", '183 cm']","['200 lb', '90 kg']",Blue,Black,Former United States Marine turned professional vigilante,"Mobile, usually in New York City","None; Formerly Secret Avengers, Daredevil's Unnamed Super-Hero Team, Green Berets, U.S. Marine Corps","Maria Castle (Wife, deceased), Christie Castle (Daughter, deceased), Frank Castle Junior (Son, deceased), Mario Castle (Father, deceased), Louisa Castle (Mother, deceased), Rocco Castiglione (Uncle, deceased), Esmerelda Castiglione (Aunt, deceased), Michael Castle (Brother, stillborn, deceased).",https://www.superherodb.com/pictures2/portraits/10/100/112.jpg
531,Purple Man,56.0,10.0,8.0,30.0,92.0,10.0,Zebediah Killgrave,No alter egos found.,['Kilgrave'],-,"Daredevil #4 (October, 1964)",Marvel Comics,bad,Male,Human,"[""5'11"", '180 cm']","['165 lb', '74 kg']",Purple,Purple,"Professional criminal, Megalomaniac, Former spy","New York City, New York, USA; formerly Canada, Croatia, formerly Yugoslavia","Formerly Purple Children (leader and father), Villains for Hire, Hood's gang, partner of Electro, his own band of criminals",Melanie Killgrave (ex-wife); Persuasion (Kara Killgrave) (daughter); Joe (son); Shallah (daughter); Connor (son); Jamie (son); Unnamed daughter,https://www.superherodb.com/pictures2/portraits/10/100/10451.jpg
